一级分类,二级分类,品名,最低价,最高价,平均价,单位,产地,规格,日期
肉禽蛋,禽蛋类,白条乌鸡,11.0,11.0,11.0,斤,,净膛,2026-06-22
肉禽蛋,禽蛋类,黑爪公鸡,11.0,12.0,11.5,斤,,净膛,2026-06-22
肉禽蛋,禽蛋类,白条鹅,10.0,10.0,10.0,斤,,净膛,2026-06-22
肉禽蛋,禽蛋类,白条湖鸭,7.0,7.0,7.0,斤,,,2026-06-22
肉禽蛋,禽蛋类,鸭肠,6.0,7.0,6.5,斤,,,2026-06-22
肉禽蛋,禽蛋类,鸭肝,2.5,3.0,2.75,斤,,,2026-06-22
肉禽蛋,禽蛋类,鸭头,13.0,13.5,13.25,斤,,,2026-06-22
肉禽蛋,禽蛋类,鸭心,5.0,5.0,5.0,斤,,,2026-06-22
肉禽蛋,禽蛋类,鸭腿,4.5,5.0,4.75,斤,,,2026-06-22
肉禽蛋,禽蛋类,鸭胗,12.5,14.5,13.5,斤,,,2026-06-22
肉禽蛋,禽蛋类,鸭脖子,7.0,7.5,7.25,斤,,去皮,2026-06-22
肉禽蛋,禽蛋类,白条乳鸽,20.0,23.0,21.5,只,,,2026-06-22
肉禽蛋,禽蛋类,白条兔,14.5,15.0,14.75,斤,,冻,2026-06-22
肉禽蛋,禽蛋类,筐鸡蛋,205.0,210.0,207.5,筐,,净44斤,2026-06-22
肉禽蛋,禽蛋类,筐鸡蛋,4.66,4.77,4.72,斤,,,2026-06-22
肉禽蛋,禽蛋类,箱鸡蛋,220.0,225.0,222.5,箱,,带蛋托净42斤,2026-06-22
肉禽蛋,禽蛋类,散鸡蛋,5.3,5.4,5.35,斤,,,2026-06-22
肉禽蛋,禽蛋类,生鸭蛋,6.0,6.5,6.25,斤,,,2026-06-22
肉禽蛋,禽蛋类,熟鸭蛋,6.8,8.0,7.4,斤,,,2026-06-22
肉禽蛋,禽蛋类,松花蛋,6.5,8.0,7.25,斤,,,2026-06-22
肉禽蛋,禽蛋类,鹅蛋,12.0,13.0,12.5,斤,,,2026-06-22
肉禽蛋,禽蛋类,鹌鹑蛋,6.0,7.0,6.5,斤,,,2026-06-22
肉禽蛋,禽蛋类,柴鸡蛋,4.77,10.0,7.39,斤,,,2026-06-22
肉禽蛋,禽蛋类,乌鸡蛋,7.5,8.5,8.0,斤,,,2026-06-22
肉禽蛋,禽蛋类,变蛋,0.7,1.0,0.85,个,,,2026-06-22
肉禽蛋,禽蛋类,鸵鸟蛋,65.0,80.0,72.5,个,,,2026-06-22
肉禽蛋,禽蛋类,鸽子蛋,2.3,2.5,2.4,个,,,2026-06-22
肉禽蛋,禽蛋类,活珠子,1.3,1.5,1.4,个,,,2026-06-22
肉禽蛋,禽蛋类,山鸡蛋,1.0,1.0,1.0,个,,,2026-06-22
肉禽蛋,禽蛋类,淘汰鸡,12.0,12.0,12.0,斤,,干净膛,2026-06-21
肉禽蛋,禽蛋类,淘汰鸡,11.0,11.0,11.0,斤,,净膛,2026-06-21
肉禽蛋,禽蛋类,仔鸡,6.5,6.5,6.5,斤,,净膛,2026-06-21
肉禽蛋,禽蛋类,肉鸡,6.5,6.8,6.65,斤,,,2026-06-21
肉禽蛋,禽蛋类,鸡胸,6.5,6.5,6.5,斤,,,2026-06-21
肉禽蛋,禽蛋类,鸡翅,11.5,12.0,11.75,斤,,,2026-06-21
肉禽蛋,禽蛋类,鸡翅尖,7.0,7.0,7.0,斤,,,2026-06-21
肉禽蛋,禽蛋类,鸡翅中,25.0,25.0,25.0,斤,,,2026-06-21
肉禽蛋,禽蛋类,鸡翅根,6.5,7.0,6.75,斤,,,2026-06-21
肉禽蛋,禽蛋类,鸡边腿,6.0,6.0,6.0,斤,,,2026-06-21
肉禽蛋,禽蛋类,鸡排腿,6.5,7.0,6.75,斤,,,2026-06-21
肉禽蛋,禽蛋类,鸡琵琶腿,6.5,7.0,6.75,斤,,,2026-06-21
肉禽蛋,禽蛋类,鸡胗,11.0,14.0,12.5,斤,,,2026-06-21
肉禽蛋,禽蛋类,鸡爪,17.0,17.0,17.0,斤,,,2026-06-21
肉禽蛋,禽蛋类,鸡心,5.0,5.0,5.0,斤,,,2026-06-21
肉禽蛋,禽蛋类,鸡肝,2.5,2.5,2.5,斤,,,2026-06-21
肉禽蛋,禽蛋类,鸡脖子,5.0,5.0,5.0,斤,,去皮,2026-06-21
肉禽蛋,禽蛋类,鸡头,2.5,3.0,2.75,斤,,,2026-06-21
肉禽蛋,禽蛋类,鸡油,5.0,5.0,5.0,斤,,,2026-06-21
肉禽蛋,禽蛋类,鸡架子,3.0,3.0,3.0,斤,,,2026-06-21
肉禽蛋,禽蛋类,白条乌鸡,11.0,11.0,11.0,斤,,净膛,2026-06-21
肉禽蛋,禽蛋类,黑爪公鸡,11.0,12.0,11.5,斤,,净膛,2026-06-21
肉禽蛋,禽蛋类,白条鹅,10.0,10.0,10.0,斤,,净膛,2026-06-21
肉禽蛋,禽蛋类,白条湖鸭,7.0,7.0,7.0,斤,,,2026-06-21
肉禽蛋,禽蛋类,鸭肠,6.0,7.0,6.5,斤,,,2026-06-21
肉禽蛋,禽蛋类,鸭肝,2.5,3.0,2.75,斤,,,2026-06-21
肉禽蛋,禽蛋类,鸭头,13.0,13.5,13.25,斤,,,2026-06-21
肉禽蛋,禽蛋类,鸭心,5.0,5.0,5.0,斤,,,2026-06-21
肉禽蛋,禽蛋类,鸭腿,4.5,5.0,4.75,斤,,,2026-06-21
肉禽蛋,禽蛋类,鸭胗,12.5,14.5,13.5,斤,,,2026-06-21
肉禽蛋,禽蛋类,鸭脖子,7.0,7.5,7.25,斤,,去皮,2026-06-21
肉禽蛋,禽蛋类,白条乳鸽,20.0,23.0,21.5,只,,,2026-06-21
肉禽蛋,禽蛋类,白条兔,14.5,15.0,14.75,斤,,冻,2026-06-21
肉禽蛋,禽蛋类,筐鸡蛋,205.0,210.0,207.5,筐,,净44斤,2026-06-21
肉禽蛋,禽蛋类,筐鸡蛋,4.66,4.77,4.72,斤,,,2026-06-21
肉禽蛋,禽蛋类,箱鸡蛋,220.0,225.0,222.5,箱,,带蛋托净42斤,2026-06-21
肉禽蛋,禽蛋类,散鸡蛋,5.4,5.5,5.45,斤,,,2026-06-21
肉禽蛋,禽蛋类,生鸭蛋,6.0,6.5,6.25,斤,,,2026-06-21
肉禽蛋,禽蛋类,熟鸭蛋,6.8,8.0,7.4,斤,,,2026-06-21
肉禽蛋,禽蛋类,松花蛋,6.5,8.0,7.25,斤,,,2026-06-21
肉禽蛋,禽蛋类,鹅蛋,11.5,13.0,12.25,斤,,,2026-06-21
肉禽蛋,禽蛋类,鹌鹑蛋,6.0,7.0,6.5,斤,,,2026-06-21
肉禽蛋,禽蛋类,柴鸡蛋,4.77,10.0,7.39,斤,,,2026-06-21
肉禽蛋,禽蛋类,乌鸡蛋,7.5,8.5,8.0,斤,,,2026-06-21
肉禽蛋,禽蛋类,变蛋,0.7,1.0,0.85,个,,,2026-06-21
肉禽蛋,禽蛋类,鸵鸟蛋,65.0,80.0,72.5,个,,,2026-06-21
肉禽蛋,禽蛋类,鸽子蛋,2.4,2.5,2.45,个,,,2026-06-21
肉禽蛋,禽蛋类,活珠子,1.3,1.5,1.4,个,,,2026-06-21
肉禽蛋,禽蛋类,山鸡蛋,1.0,1.0,1.0,个,,,2026-06-21
肉禽蛋,禽蛋类,淘汰鸡,12.0,12.0,12.0,斤,,干净膛,2026-06-20
肉禽蛋,禽蛋类,淘汰鸡,11.0,11.0,11.0,斤,,净膛,2026-06-20
肉禽蛋,禽蛋类,仔鸡,6.5,6.5,6.5,斤,,净膛,2026-06-20
肉禽蛋,禽蛋类,肉鸡,6.5,6.8,6.65,斤,,,2026-06-20
肉禽蛋,禽蛋类,鸡胸,6.5,6.5,6.5,斤,,,2026-06-20
肉禽蛋,禽蛋类,鸡翅,11.5,12.0,11.75,斤,,,2026-06-20
肉禽蛋,禽蛋类,鸡翅尖,7.0,7.0,7.0,斤,,,2026-06-20
肉禽蛋,禽蛋类,鸡翅中,25.0,25.0,25.0,斤,,,2026-06-20
肉禽蛋,禽蛋类,鸡翅根,6.5,7.0,6.75,斤,,,2026-06-20
肉禽蛋,禽蛋类,鸡边腿,6.0,6.0,6.0,斤,,,2026-06-20
肉禽蛋,禽蛋类,鸡排腿,6.5,7.0,6.75,斤,,,2026-06-20
肉禽蛋,禽蛋类,鸡琵琶腿,6.5,7.0,6.75,斤,,,2026-06-20
肉禽蛋,禽蛋类,鸡胗,11.0,14.0,12.5,斤,,,2026-06-20
肉禽蛋,禽蛋类,鸡爪,17.0,17.0,17.0,斤,,,2026-06-20
肉禽蛋,禽蛋类,鸡心,5.0,5.0,5.0,斤,,,2026-06-20
肉禽蛋,禽蛋类,鸡肝,2.5,2.5,2.5,斤,,,2026-06-20
肉禽蛋,禽蛋类,鸡脖子,5.0,5.0,5.0,斤,,去皮,2026-06-20
肉禽蛋,禽蛋类,鸡头,2.5,3.0,2.75,斤,,,2026-06-20
肉禽蛋,禽蛋类,鸡油,5.0,5.0,5.0,斤,,,2026-06-20
肉禽蛋,禽蛋类,鸡架子,3.0,3.0,3.0,斤,,,2026-06-20
肉禽蛋,禽蛋类,白条乌鸡,11.0,11.0,11.0,斤,,净膛,2026-06-20
肉禽蛋,禽蛋类,黑爪公鸡,11.0,12.0,11.5,斤,,净膛,2026-06-20
肉禽蛋,禽蛋类,白条鹅,10.0,10.0,10.0,斤,,净膛,2026-06-20
肉禽蛋,禽蛋类,白条湖鸭,7.0,7.0,7.0,斤,,,2026-06-20
肉禽蛋,禽蛋类,鸭肠,6.0,7.0,6.5,斤,,,2026-06-20
肉禽蛋,禽蛋类,鸭肝,2.5,3.0,2.75,斤,,,2026-06-20
肉禽蛋,禽蛋类,鸭头,13.0,13.5,13.25,斤,,,2026-06-20
肉禽蛋,禽蛋类,鸭心,5.0,5.0,5.0,斤,,,2026-06-20
肉禽蛋,禽蛋类,鸭腿,4.5,5.0,4.75,斤,,,2026-06-20
肉禽蛋,禽蛋类,鸭胗,12.5,14.5,13.5,斤,,,2026-06-20
肉禽蛋,禽蛋类,鸭脖子,7.0,7.5,7.25,斤,,去皮,2026-06-20
肉禽蛋,禽蛋类,白条乳鸽,20.0,23.0,21.5,只,,,2026-06-20
肉禽蛋,禽蛋类,白条兔,14.5,15.0,14.75,斤,,冻,2026-06-20
肉禽蛋,禽蛋类,筐鸡蛋,205.0,212.0,208.5,筐,,净44斤,2026-06-20
肉禽蛋,禽蛋类,筐鸡蛋,4.66,4.82,4.74,斤,,,2026-06-20
肉禽蛋,禽蛋类,箱鸡蛋,222.0,227.0,224.5,箱,,带蛋托净42斤,2026-06-20
肉禽蛋,禽蛋类,散鸡蛋,5.4,5.5,5.45,斤,,,2026-06-20
肉禽蛋,禽蛋类,生鸭蛋,6.0,6.5,6.25,斤,,,2026-06-20
肉禽蛋,禽蛋类,熟鸭蛋,6.8,8.0,7.4,斤,,,2026-06-20
肉禽蛋,禽蛋类,松花蛋,6.5,8.0,7.25,斤,,,2026-06-20
肉禽蛋,禽蛋类,鹅蛋,11.5,13.0,12.25,斤,,,2026-06-20
肉禽蛋,禽蛋类,鹌鹑蛋,6.0,7.0,6.5,斤,,,2026-06-20
肉禽蛋,禽蛋类,柴鸡蛋,4.82,10.0,7.41,斤,,,2026-06-20
肉禽蛋,禽蛋类,乌鸡蛋,7.5,8.5,8.0,斤,,,2026-06-20
肉禽蛋,禽蛋类,变蛋,0.7,1.0,0.85,个,,,2026-06-20
